Time,LatLon_14X16-11p0N-87p00W/sig_wav_ht_surface,LatLon_14X16-11p0N-87p00W/max_wav_ht_surface,LatLon_14X16-11p0N-87p00W/peak_wav_dir_surface,LatLon_14X16-11p0N-87p00W/peak_wav_per_surface,LatLon_27X31-10p25N-87p25W/wnd_ucmp_height_above_ground,LatLon_27X31-10p25N-87p25W/wnd_vcmp_height_above_ground
2015-03-10 00:00 CST,1.3930001258850098,1.769110083580017,164.60165405273438,11.000053405761719,4.118442249298096,7.96321849822998
2015-03-10 06:00 CST,1.30500066280365,1.6573505401611328,195.4000701904297,11.000053405761719,2.8368085384368897,8.481641006469726
2015-03-10 12:00 CST,1.2770012617111206,1.6217914819717407,170.10153198242188,10.800064086914062,6.595170450210571,2.8151701927185058
2015-03-10 18:00 CST,1.3040016889572144,1.656082034111023,199.3999481201172,14.0,9.612007141113281,-3.1967760086059567
2015-03-11 00:00 CST,1.324001431465149,1.6814817190170288,192.500244140625,13.200016021728516,9.417620372772216,3.0816345691680906
2015-03-11 06:00 CST,1.3260014057159424,1.6840215921401978,201.19996643066406,16.0,9.75598211288452,5.882414388656616
2015-03-11 12:00 CST,1.3550015687942505,1.720852017402649,200.9999542236328,15.099994659423828,11.620748233795165,2.383241629600525
2015-03-11 18:00 CST,1.3640018701553345,1.7322825193405151,201.59994506835938,14.5,12.204032135009765,-0.1943517655134201
2015-03-12 00:00 CST,1.3510020971298218,1.7157726287841797,199.69993591308594,14.0,11.160035705566406,-0.23762242197990416
2015-03-12 06:00 CST,1.367002010345459,1.7360925674438477,199.4999237060547,14.0,15.1200439453125,0.6624379813671112
2015-03-12 12:00 CST,1.375002145767212,1.7462527751922607,201.2999267578125,14.0,15.047953033447264,3.0241026878356934
2015-03-12 18:00 CST,1.3230022192001343,1.6802128553390503,204.59991455078125,13.0,12.31197280883789,-3.4559632301330563
2015-03-13 00:00 CST,1.2510019540786743,1.5887726545333862,206.1999053955078,13.400005340576172,8.783995056152344,3.0960099220275876
2015-03-13 06:00 CST,1.199001669883728,1.522732138633728,207.1999053955078,13.0,11.390410423278809,5.659200096130371
2015-03-13 12:00 CST,1.167001485824585,1.4820919036865234,204.7999267578125,13.0,13.449576187133788,5.119215202331543
2015-03-13 18:00 CST,1.1220014095306396,1.4249417781829834,202.2998809814453,12.800010681152344,10.936747169494629,-1.3679830312728882
2015-03-14 00:00 CST,1.089001178741455,1.3830312490463257,205.49989318847656,12.0,9.496810340881348,2.088021397590637
2015-03-14 06:00 CST,1.0750008821487427,1.3652509450912476,206.39990234375,12.0,12.23278284072876,5.9760260581970215
2015-03-14 12:00 CST,1.0600007772445679,1.346200942993164,205.79991149902344,12.0,7.207147979736328,1.569597601890564
2015-03-14 18:00 CST,1.0500010251998901,1.3335013389587402,204.29991149902344,12.0,0.259208008646965,2.0448522090911863
2015-03-15 00:00 CST,1.0550010204315186,1.3398512601852417,202.19985961914062,12.0,1.1592205882072448,8.064026641845702
2015-03-15 06:00 CST,1.0460007190704346,1.328420877456665,200.6997833251953,11.900005340576172,6.364807319641113,6.775232505798339
2015-03-15 12:00 CST,1.0210007429122925,1.2966707944869995,202.39990234375,11.400005340576172,10.216819095611571,0.05759522169828415
2015-03-15 18:00 CST,0.9970009326934814,1.2661912441253662,202.09994506835938,11.0,1.3104399919509888,-2.9015909671783446
2015-03-16 00:00 CST,1.0220011472702026,1.2979416847229004,198.29995727539062,14.900005340576172,5.846437168121338,3.7728226661682127
2015-03-16 06:00 CST,1.1130015850067139,1.413512110710144,194.79998779296875,18.0,7.077614879608154,1.1375996232032775
2015-03-16 12:00 CST,1.2380023002624512,1.5722627639770508,194.30001831054688,17.400005340576172,8.395211219787598,-1.4831731796264649
2015-03-16 18:00 CST,1.3850030899047852,1.75895357131958,193.90000915527344,16.0,11.152834510803222,-6.53755874633789
2015-03-17 00:00 CST,1.5200034379959106,1.9304041862487793,193.8000030517578,16.0,8.459901809692383,-2.4911383152008058
