Time,LatLon_14X16-11p0N-87p00W/sig_wav_ht_surface,LatLon_14X16-11p0N-87p00W/max_wav_ht_surface,LatLon_14X16-11p0N-87p00W/peak_wav_dir_surface,LatLon_14X16-11p0N-87p00W/peak_wav_per_surface,LatLon_27X31-10p25N-87p25W/wnd_ucmp_height_above_ground,LatLon_27X31-10p25N-87p25W/wnd_vcmp_height_above_ground
2015-03-10 00:00 CST,0.8398779630661011,1.0666450262069702,194.00250244140625,11.999999046325684,13.231052112579345,-5.4731504917144775
2015-03-10 06:00 CST,0.8295654058456421,1.053547978401184,194.03375244140625,11.999999046325684,3.097989177703857,-5.8933796882629395
2015-03-10 12:00 CST,0.8188220858573914,1.0399038791656494,195.9281768798828,11.999999046325684,3.154358911514282,2.496073794364929
2015-03-10 18:00 CST,0.8381288051605225,1.064423680305481,196.9594268798828,11.999999046325684,12.511939430236815,11.234539318084716
2015-03-11 00:00 CST,0.878153920173645,1.1152554750442505,197.96444702148438,12.067524909973145,9.118051528930664,1.8849440574645995
2015-03-11 06:00 CST,0.928153932094574,1.178755521774292,196.21800231933594,14.0,5.228772068023681,0.22376285791397094
2015-03-11 12:00 CST,0.9595726132392883,1.2186572551727295,195.24566650390625,14.067525863647461,8.314603328704834,4.738244104385376
2015-03-11 18:00 CST,1.0398921966552734,1.3206630945205688,201.07936096191406,16.0,14.595489692687988,10.370389938354492
2015-03-12 00:00 CST,1.1588612794876099,1.4717540740966797,197.14187622070312,15.0,10.192256927490234,-3.33708279132843
2015-03-12 06:00 CST,1.218979835510254,1.5481042861938477,199.03878784179688,14.071830749511719,7.7002272605896,-3.319145035743713
2015-03-12 12:00 CST,1.249723196029663,1.5871484279632568,198.1081085205078,14.0,6.099057054519653,3.776539134979248
2015-03-12 18:00 CST,1.2890980243682861,1.6371545791625977,198.14186096191406,14.0,10.612715721130371,14.495955276489257
2015-03-13 00:00 CST,1.2980852127075195,1.6485681533813477,199.14186096191406,13.968746185302734,7.516510105133056,-3.5451445341110226
2015-03-13 06:00 CST,1.229496717453003,1.5614608526229858,200.03627014160156,12.999999046325684,10.717732143402099,-5.187808084487915
2015-03-13 12:00 CST,1.1601898670196533,1.473441243171692,200.03627014160156,13.071829795837402,7.683915138244629,4.48151593208313
2015-03-13 18:00 CST,1.1080780029296875,1.407259225845337,199.0025177001953,12.999999046325684,10.048329162597655,16.252245140075683
2015-03-14 00:00 CST,1.0391087532043457,1.3196682929992676,197.0430908203125,12.999999046325684,8.60328025817871,4.379277849197387
2015-03-14 06:00 CST,0.9983404278755188,1.2678922414779663,199.71517944335938,12.968746185302734,6.024908351898193,-4.17069296836853
2015-03-14 12:00 CST,0.9393712878227234,1.1930015087127686,199.0337677001953,11.999999046325684,-3.3261752128601074,1.0973013639450073
2015-03-14 18:00 CST,0.8986278772354126,1.141257405281067,198.03627014160156,11.999999046325684,5.708174228668213,11.317838859558105
2015-03-15 00:00 CST,0.8779346346855164,1.1149770021438599,198.00250244140625,11.999999046325684,7.829500293731689,2.2077275276184083
2015-03-15 06:00 CST,0.8779095411300659,1.1149450540542603,197.0743408203125,11.999999046325684,6.316656303405761,-5.940322637557983
2015-03-15 12:00 CST,0.8683153390884399,1.1027604341506958,196.1081085205078,11.999999046325684,4.94960732460022,-2.808511233329773
2015-03-15 18:00 CST,0.8396838307380676,1.0663983821868896,197.0025177001953,11.999999046325684,11.193630695343018,11.195426273345946
2015-03-16 00:00 CST,0.8393030762672424,1.0659148693084717,197.07005310058594,11.968746185302734,12.1233736038208,-1.0445198893547059
2015-03-16 06:00 CST,0.8692349791526794,1.1039284467697144,198.1081085205078,11.0,9.636700630187988,-5.285577392578125
2015-03-16 12:00 CST,0.9595043659210205,1.218570590019226,195.0718231201172,18.0,6.945529174804687,0.5522049307823181
2015-03-16 18:00 CST,1.0880677700042725,1.3818461894989014,195.0718231201172,17.968746185302734,10.514482498168945,14.005426025390625
2015-03-17 00:00 CST,1.2562505006790161,1.5954381227493286,195.0743408203125,16.966236114501953,10.356981468200683,-0.42868142724037167
