Time,sig_wav_ht_surface,max_wav_ht_surface,peak_wav_dir_surface,peak_wav_per_surface,u-component_of_wind_height_above_ground,v-component_of_wind_height_above_ground
2015-05-28 18:00 CST,1.7349668741226196,2.2034077644348145,211.82379150390625,16.0,-1.6594115495681763,5.553666114807129
2015-05-29 00:00 CST,1.6607123613357544,2.109104633331299,215.4051055908203,16.0,-2.1531388759613037,4.187612056732178
2015-05-29 06:00 CST,1.6119924783706665,2.0472304821014404,217.73521423339844,15.988188743591309,-0.7692907452583313,0.4131249189376831
2015-05-29 12:00 CST,1.5489082336425781,1.9671134948730469,205.1204071044922,14.000000953674316,0.3433239758014679,0.3102465569972992
2015-05-29 18:00 CST,1.4545018672943115,1.847217321395874,208.5198211669922,14.000000953674316,2.513507843017578,2.577467203140259
2015-05-30 00:00 CST,1.3745609521865845,1.7456923723220825,210.82823181152344,14.000000953674316,1.2624266147613525,0.5278803706169128
2015-05-30 06:00 CST,1.3188997507095337,1.6750026941299438,220.68482971191406,14.000000953674316,2.706749439239502,-1.8864667415618896
2015-05-30 12:00 CST,1.2645272016525269,1.6059494018554688,217.24166870117188,14.005906105041504,3.1547181606292725,-0.1819002628326416
2015-05-30 18:00 CST,1.1944681406021118,1.5169744491577148,210.36460876464844,14.003378868103027,2.1592869758605957,0.738151490688324
2015-05-31 00:00 CST,1.1401797533035278,1.448028326034546,200.0857391357422,14.000000953674316,1.7990055084228516,0.7956435084342957
2015-05-31 06:00 CST,1.0815526247024536,1.3735718727111816,218.9432373046875,14.000000953674316,-0.3165316879749298,1.8407764434814453
2015-05-31 12:00 CST,1.0258071422576904,1.3027751445770264,215.66964721679688,13.431357383728027,1.1789264678955078,2.224752426147461
2015-05-31 18:00 CST,0.9971799850463867,1.2664185762405396,208.2332305908203,13.00590705871582,1.7980326414108276,0.899253785610199
2015-06-01 00:00 CST,0.952900230884552,1.2101832628250122,200.81959533691406,13.003378868103027,2.0860862731933594,-0.0051647936925292015
2015-06-01 06:00 CST,0.9130774140357971,1.159608244895935,205.98577880859375,14.000000953674316,1.1489030122756958,-0.4554527997970581
2015-06-01 12:00 CST,0.9273657202720642,1.177754521369934,222.57371520996094,14.000000953674316,2.607391595840454,0.49867793917655945
2015-06-01 18:00 CST,0.9573151469230652,1.2157902717590332,226.92820739746094,14.000000953674316,3.2806179523468018,1.7039562463760376
2015-06-02 00:00 CST,0.9617215394973755,1.221386432647705,212.7682342529297,14.023624420166016,3.4336044788360596,0.7124813199043274
2015-06-02 06:00 CST,1.0004836320877075,1.2706141471862793,203.94834899902344,17.994094848632812,2.5972721576690674,0.9329673647880554
2015-06-02 12:00 CST,1.0604835748672485,1.3468141555786133,205.66534423828125,16.0,2.8783037662506104,2.6468279361724854
2015-06-02 18:00 CST,1.108984112739563,1.408409833908081,204.25509643554688,16.0,2.528355121612549,0.9057270288467407
2015-06-03 00:00 CST,1.153297781944275,1.4646880626678467,226.6719512939453,18.973848342895508,0.019958913326263428,-0.8755775690078735
2015-06-03 06:00 CST,1.1490432024002075,1.4592849016189575,201.27711486816406,14.000000953674316,-1.2073068618774414,0.5203425884246826
2015-06-03 12:00 CST,1.158975601196289,1.4718990325927734,216.96469116210938,15.7119140625,1.7832156419754028,1.7829139232635498
2015-06-03 18:00 CST,1.1888912916183472,1.5098918676376343,226.84573364257812,18.0,2.8752191066741943,0.6744282841682434
2015-06-04 00:00 CST,1.1575090885162354,1.470036506652832,226.84744262695312,17.000001907348633,0.9271664619445801,-1.2002848386764526
2015-06-04 06:00 CST,1.1319323778152466,1.437554121017456,227.71185302734375,16.0,-0.3457314372062683,-0.3738865554332733
2015-06-04 12:00 CST,1.170415997505188,1.4864282608032227,227.28048706054688,16.0,1.893904685974121,1.5624914169311523
2015-06-04 18:00 CST,1.1859591007232666,1.5061681270599365,226.70254516601562,16.0,3.008495330810547,1.265428066253662
2015-06-05 00:00 CST,1.1416455507278442,1.4498897790908813,225.7295684814453,15.568643569946289,0.6922287940979004,0.09401261806488037
2015-06-05 06:00 CST,1.1203570365905762,1.4228532314300537,227.14320373535156,14.568642616271973,0.16043663024902344,1.6714972257614136
