Time,sig_wav_ht_surface,max_wav_ht_surface,peak_wav_dir_surface,peak_wav_per_surface,u-component_of_wind_height_above_ground,v-component_of_wind_height_above_ground
2015-05-28 18:00 CST,1.9131615161895752,2.429715394973755,213.35736083984375,16.0,-0.770585834980011,4.725320339202881
2015-05-29 00:00 CST,1.8286219835281372,2.322349786758423,215.0895233154297,16.0,-4.538915634155273,1.5731712579727173
2015-05-29 06:00 CST,1.7512433528900146,2.224078893661499,217.06314086914062,16.0,-3.32525897026062,-0.5115694999694824
2015-05-29 12:00 CST,1.7054884433746338,2.16597056388855,211.31568908691406,15.241495132446289,2.285799503326416,-1.2813630104064941
2015-05-29 18:00 CST,1.6733307838439941,2.1251301765441895,213.21823120117188,14.0,2.0068247318267822,3.9816441535949707
2015-05-30 00:00 CST,1.5891916751861572,2.01827335357666,218.91561889648438,14.0,-1.114535927772522,2.585029363632202
2015-05-30 06:00 CST,1.5114096403121948,1.9194902181625366,220.89764404296875,14.0,-1.2953413724899292,-2.33746600151062
2015-05-30 12:00 CST,1.5107356309890747,1.9186341762542725,219.3722381591797,14.0,2.9178545475006104,-1.538830041885376
2015-05-30 18:00 CST,1.4557639360427856,1.8488203287124634,215.1147003173828,14.0,3.3151514530181885,3.3097925186157227
2015-05-31 00:00 CST,1.3487709760665894,1.7129391431808472,220.4578094482422,14.0,0.012828348204493523,2.1810433864593506
2015-05-31 06:00 CST,1.2836804389953613,1.6302742958068848,220.66453552246094,14.0,0.0735066831111908,-3.669665813446045
2015-05-31 12:00 CST,1.253467082977295,1.5919030904769897,218.90603637695312,13.766899108886719,3.282824754714966,-1.4456465244293213
2015-05-31 18:00 CST,1.2185384035110474,1.5475436449050903,213.28346252441406,13.766899108886719,1.4635509252548218,3.721611738204956
2015-06-01 00:00 CST,1.1481907367706299,1.4582024812698364,204.84153747558594,14.0,0.13948063552379608,2.7027041912078857
2015-06-01 06:00 CST,1.1215440034866333,1.4243608713150024,213.93357849121094,14.0,0.4661581814289093,-1.6436200141906738
2015-06-01 12:00 CST,1.1639060974121094,1.4781606197357178,221.6741180419922,14.0,3.208008050918579,-1.398021936416626
2015-06-01 18:00 CST,1.1983779668807983,1.521939992904663,225.71728515625,14.0,3.636465072631836,3.2820703983306885
2015-06-02 00:00 CST,1.1797692775726318,1.4983071088790894,216.4494171142578,13.965240478515625,2.5662009716033936,-0.7228782176971436
2015-06-02 06:00 CST,1.2147306203842163,1.542707920074463,222.72491455078125,19.068038940429688,0.5017881393432617,-1.700101375579834
2015-06-02 12:00 CST,1.3344340324401855,1.69473135471344,210.2917022705078,16.067596435546875,2.588852882385254,-0.21847140789031982
2015-06-02 18:00 CST,1.3780145645141602,1.7500784397125244,203.36117553710938,16.0790958404541,1.8180561065673828,3.326056480407715
2015-06-03 00:00 CST,1.3603144884109497,1.7275991439819336,224.8647918701172,19.0,1.8076945543289185,1.862267255783081
2015-06-03 06:00 CST,1.31687593460083,1.67243230342865,206.73138427734375,15.965980529785156,0.02428971230983734,-2.7014052867889404
2015-06-03 12:00 CST,1.334628939628601,1.6949785947799683,224.63169860839844,18.0,3.591700553894043,-0.3405698239803314
2015-06-03 18:00 CST,1.3637540340423584,1.731967568397522,224.63169860839844,18.0,4.582328796386719,0.7251174449920654
2015-06-04 00:00 CST,1.2973731756210327,1.6476640701293945,224.59693908691406,17.23310089111328,2.7057712078094482,-0.47613397240638733
2015-06-04 06:00 CST,1.2432503700256348,1.578927993774414,225.89764404296875,16.0,1.3608367443084717,-2.4816904067993164
2015-06-04 12:00 CST,1.288935899734497,1.636948585510254,225.1307373046875,16.0,4.122387409210205,-2.3791403770446777
2015-06-04 18:00 CST,1.32073974609375,1.6773393154144287,224.1307373046875,16.0,4.71852970123291,0.2781160771846771
2015-06-05 00:00 CST,1.287732720375061,1.635420560836792,224.2098388671875,15.973634719848633,2.642775297164917,-1.8349745273590088
2015-06-05 06:00 CST,1.2942930459976196,1.6437523365020752,225.66455078125,14.973634719848633,1.2583582401275635,-3.633357286453247
