Time,LatLon_14X16-11p0N-87p00W/sig_wav_ht_surface,LatLon_14X16-11p0N-87p00W/max_wav_ht_surface,LatLon_14X16-11p0N-87p00W/peak_wav_dir_surface,LatLon_14X16-11p0N-87p00W/peak_wav_per_surface,LatLon_27X31-10p25N-87p25W/wnd_ucmp_height_above_ground,LatLon_27X31-10p25N-87p25W/wnd_vcmp_height_above_ground
2015-03-10 00:00 CST,2.8500049114227295,3.6195061206817627,63.699989318847656,10.0,4.600814580917358,4.449525547027588
2015-03-10 06:00 CST,3.019002914428711,3.8341336250305176,64.79998779296875,10.0,6.674347972869873,0.8350831925868988
2015-03-10 12:00 CST,2.914001941680908,3.700782299041748,65.5999755859375,10.0,-6.854392862319946,-7.300807285308838
2015-03-10 18:00 CST,2.779003143310547,3.52933406829834,64.59998321533203,10.0,-8.366493988037108,-6.328932666778564
2015-03-11 00:00 CST,2.9450037479400635,3.74015474319458,64.59998321533203,10.000007629394531,-2.6784698009490966,1.0870543599128724
2015-03-11 06:00 CST,3.1150031089782715,3.9560539722442627,62.599971771240234,11.0,-0.1872218370437622,4.766292715072631
2015-03-11 12:00 CST,3.1540024280548096,4.0055832862854,61.59997558593749,11.0,-9.223089408874511,-6.2424127578735344
2015-03-11 18:00 CST,3.17000412940979,4.025905132293701,60.69999313354493,11.0,-9.432035636901855,-6.717715644836425
2015-03-12 00:00 CST,3.504004716873169,4.450085639953613,63.699989318847656,11.0,-1.3680822730064393,2.5702982425689695
2015-03-12 06:00 CST,3.6280031204223633,4.607564449310303,64.69998168945312,11.0,-0.9360286116600036,2.6279530763626098
2015-03-12 12:00 CST,3.5280025005340576,4.480563163757324,63.599971771240234,11.0,-15.695914649963377,-3.6720115184783935
2015-03-12 18:00 CST,3.5050041675567627,4.45135498046875,62.699993133544915,11.0,-9.936108112335205,-0.5761865615844727
2015-03-13 00:00 CST,3.6820037364959717,4.676145076751709,64.69998168945312,11.0,-3.312091040611267,1.0798796653747558
2015-03-13 06:00 CST,3.672002077102661,4.663442611694336,64.69998168945312,11.0,-0.9360646605491638,2.570273780822754
2015-03-13 12:00 CST,3.425002098083496,4.349752426147461,64.69998168945312,10.999992370605469,-13.269625282287597,-3.15364351272583
2015-03-13 18:00 CST,3.2370035648345947,4.110994338989258,63.699989318847656,10.0,-14.004099082946777,-0.3602103441953659
2015-03-14 00:00 CST,3.2980034351348877,4.188464164733887,64.79998016357422,11.0,1.1447077989578247,8.279849624633789
2015-03-14 06:00 CST,3.2790024280548096,4.164333343505859,64.69998168945312,10.999992370605469,3.5423653364181518,4.197521924972534
2015-03-14 12:00 CST,3.205003023147583,4.070353984832764,63.599971771240234,10.0,-7.228759288787842,-8.330392742156983
2015-03-14 18:00 CST,3.23500394821167,4.108454704284668,61.699974060058594,10.000007629394531,-11.462505626678466,-5.047357749938965
2015-03-15 00:00 CST,3.4330039024353027,4.359914779663086,61.79998779296875,11.0,1.7351485848426818,5.104669475555419
2015-03-15 06:00 CST,3.441002368927002,4.370072841644287,62.69998168945312,11.0,4.521547794342041,4.312705421447753
2015-03-15 12:00 CST,3.233001708984375,4.105911731719971,62.699989318847656,10.899992942810059,-8.791039180755615,-6.415187788009643
2015-03-15 18:00 CST,3.0530025959014893,3.8773131370544434,63.59998321533203,10.0,-14.12652883529663,-2.3185667037963866
2015-03-16 00:00 CST,3.016003370285034,3.8303239345550537,64.69998931884766,10.0,-3.4704810619354247,5.35663833618164
2015-03-16 06:00 CST,3.0390021800994873,3.859532594680786,65.69998168945312,10.0,1.871949291229248,1.8214735507965087
2015-03-16 12:00 CST,2.8740012645721436,3.64998197555542,65.5999755859375,10.0,-8.841625213623047,-10.05126028060913
2015-03-16 18:00 CST,2.6330015659332275,3.343912124633789,64.5999755859375,10.0,-9.532880687713623,-7.480950450897216
2015-03-17 00:00 CST,2.4760022163391113,3.1445224285125732,63.699996948242195,10.0,2.2679933309555054,2.3902610778808593
